"response_id","q1_1","q1_1_1_code","q1_1_2_code","q1_2","q1_2_1_code","q1_2_2_code","q1_3","q1_3_1_code","q1_3_2_code","q1_4","q1_4_1_code","q1_4_2_code","q1_5","q1_5_1_code","q1_5_2_code"
"R_vCzBbPxCEnsiW8V","McDonald’s","","","Wendy’s","","","Taco bell","","12","","","","","",""
"R_zbV0ScUeB8qSlAB","Olive Garden","","","Red Robin","","","","","","","","","","",""
"R_6lerOYfxbOSLvgt","Arbys","","","Apple bees","","","Red lobster","","","","","","","",""
"R_9Kp7eCirip6Kupb","Arbys","","","Wendys","","","Macdonalds","","","Subway","","","Taco bell","","12"
"R_2ASEng40YJHIH3N","Boston Market","","","","","","","","","","","","","",""
"R_1IGKmDDpuWzBEBj","none","","","","","","","","","","","","","",""
"R_2WVDq0FSGUVEDYG","red lobster","","","","","","","","","","","","","",""
"R_1KjcpISi6A7x2O6","Chipotle","2","","SmashBurger","","","Jimmy Johns","5","","","","","","",""
"R_RmknbSU6QRL9Tz3","mcdonalds","","","taco bell","","12","burger king","","","kfc","","","dominos","",""
"R_8k4qkp6hXBb7mVz","chipotle","2","","","","","","","","","","","","",""
"R_2QiFDKuZHDemYBj","wendys","","","","","","","","","","","","","",""
"R_Tq0aYAX3UWszc5j","none","","","","","","","","","","","","","",""
"R_21APKkBw7e2bSHc","None","","","","","","","","","","","","","",""
"R_e9cxavw6Y4yAzuh","Carusos","","","Attilanos","","","Dickeys bbq","","","Golden corral","","","Timbercreek","",""
"R_1loDNT2P7wnuMvR","Qdoba","10","","Raisin cains","11","","Cheesecake factory","","","","","","","",""
"R_5sQ9GC3GMNr1Y7T","None","","","","","","","","","","","","","",""
"R_yVmSc9Kb3nbiDu1","None","","","None","","","None","","","None","","","None","",""
"R_eERccQ9ACxkrI3L","McDonald's","","","Popeye","","","KFC","","","Jolibee","","","Stsrbucks","",""
"R_1IXZ5YIU7Y0zUhO","Penn Station","","","","","","","","","","","","","",""
"R_3dWIPSt9fWTYiob","Mission Taco","","","McGurk's Pub","","","Byrd & Barrel","","","Mariacchi's II","","","Stacked Burgers","",""
"R_2YEOE8Zdcz3UXOP","Dairy Queen","","","Subway","","","","","","","","","","",""
"R_TjUOSkPqQaavYgF","Chipotle","2","","Mongolian grill","","","Qudoba","10","","Mod pizza","","","Popeyes chicken","",""
"R_USydcF8we4Md0jL","pizza hut","","","five guys","","","cookout","","","","","","","",""
"R_1hDYqW5yHUApHmw","Burger King","","","Chicfila","1","","McDonalds","","","Pizza Hut","","","Arbys","",""
"R_cwEa25KAiZAklLH","Five guys","","","Taco bell","","12","Burger king","","","Wendys","","","Subway","",""
"R_1DMZQxoM31BQryK","Chipotle","2","","Qdoba","10","","Subway","","","","","","","",""
"R_3PI9CSqv575WFap","None","","","","","","","","","","","","","",""
"R_1NgG3bOwUkEJe1w","Burger king","","","Wendy’s","","","Arby’s","","","McDonald’s","","","Chic falee","1",""
"R_2ePYR1U3mklgxL1","mcdonalds","","","fazolis","","","texas","","","logans","","","wendys","",""
"R_1JW9EI6F1OY85tJ","Five guys","","","D'angelos","","","Subway","","","","","","","",""
"R_33ptAB18H5TBktK","Panera","9","","Chipotle","2","","","","","","","","","",""
"R_2BeLK7ZC59fH7lb","Qdoba","10","","Chipotle","2","","Fuddruckers","","","None","","","None","",""
"R_3nCoUNybw8ddvOP","Red Robin","","","Applebee's","","","TGI Friday's","","","Outback","","","Olive Garden","",""
"R_2yqm0bEugU21k1l","Culvers","","","Jersey Mikes","4","","Fazolis","","","Mcdonalds","","","","",""
"R_2ZJLCdAzRpeft25","Chipotle","2","","Panera bread","","9","Pizza hut","","","Apple bees","","","Chillis","",""
"R_3OfxU0MOzTUCWkS","None","","","","","","","","","","","","","",""
"R_3oyChSjxDY6UHgW","Chipotle","2","","Qdoba","10","","Tokyo Joe's","","","Noodles & Co","","7","Panda Express","","8"
"R_SNr0d59G7gKJIit","Mcdonalds","","","Burger King","","","Wendys","","","Taco Bell","","12","Hardees","",""
"R_DIEVnuRxoDXF15v","Red robin","","","Sonics","","","","","","","","","","",""
"R_2qyDhUdYmc4w5De","Taco Time","","","Chipotle","2","","Taco Johns","","","Shake Shack","","","Panera","9",""
"R_3mktResUYrL59MQ","golden corral","","","cici's","","","","","","","","","","",""
"R_30eDXGavX6PbVyG","Chick filet","","1","Shake shack","","","Chipotle","2","","","","","","",""
"R_3EfMpwZTWR84b60","Qdoba","10","","Matador","","","","","","","","","","",""
"R_2qfMHrRgTursY2Z","None","","","","","","","","","","","","","",""
"R_1jJUtrJOOHfHvy9","J Johny","","","Oasis Restaurant","","","Subway","","","","","","","",""
"R_1FkrGQS5lwTca9W","McDonald's","","","","","","","","","","","","","",""
"R_vAKIqkhtZ7UigCt","Ruby tuesday","","","","","","","","","","","","","",""
"R_0PYjnGyrKTPIcy5","Mc donalds","","","Wendys","","","Burger king","","","Chick ful a","","1","Apple bees","",""
"R_1Kj9NnBdUeq39ac","Subway","","","Penn station","","","Jimmy johns","5","","","","","","",""
"R_2zUPoRF4fN4GelU","Zestos","","","","","","","","","","","","","",""
"R_BP6CX8LB5FT7vkR","Mcdonalds","","","Subway","","","Burger King","","","Arbuys","","","","",""
"R_CgluPsNDKpvX81b","Qdoba","10","","Chipotle","2","","","","","","","","","",""
"R_32VlIaKDLnlm1q8","arbys","","","mcdonalds","","","burger king","","","","","","","",""
"R_3NQhNNKvDBzuh0Y","Friday's","","","Olive garden","","","","","","","","","","",""
"R_3PsOhIvEZirBL4R","Taco bell","","12","Mcdonalds","","","Pf changs","","","Burger king","","","Wendy’s","",""
"R_3gGJhvU4OQ99StX","Chic fil a","1","","","","","","","","","","","","",""
"R_1kXn6OWJQMm1xUh","Mc Donalds","","","Wendy's","","","Burger King","","","Checker's","","","","",""
"R_1gNtnAfn6BHIhUe","Chipolte","2","","Fel fel","","","Wahoos","","","Qdoba","10","","","",""
"R_3G9fSwEGtmr3VLa","The Millville queen","","","Jim mains","","","Marchellos","","","Bruni’s","","","Brewerary","",""
"R_25GBwc7Nww8ZLQ5","Applebees","","","Mc donalds","","","Burger king","","","","","","","",""
"R_3snpzcIue2ESNAL","None","","","","","","","","","","","","","",""
"R_25WTplVEp2cfZDd","Five guys","","","In and out","","","Subway","","","Quiznos","","","","",""
"R_28zYq3DHtTuoSPd","Applebee's","","","Pepe's","","","Cheddar's","","","Denny's","","","Christo's","",""
"R_39sgJaoO2dflJap","McDonald's","","","Wendy's","","","Kentucky Fried Chicken","","","","","","","",""
"R_Rrjnk8axO9sVL7r","Applebees","","","Chili's","","","Texas Road House","","","","","","","",""
"R_3iIO97aRcD7yskF","panera","9","","subway","","","","","","","","","","",""
"R_cA9Ed8rwSJjaMRb","qdoba","10","","","","","","","","","","","","",""
"R_22Rp2tTBtlM5sJi","Applebee’s","","","Red lobster","","","Olive Garden","","","TGIF","","","Five guys","",""
"R_vSOsQ7vv1htLH33","panera","9","","culver's","","","five guys","","","lion's choice","","","chic-fil-a","1",""
"R_21GMvrtW1csIQtM","mcdonalds","","","chick fil a","","1","jack in the box","","","taco bell","","12","burger king","",""
"R_3ElGei7ILqVbMr3","mcdonald’s","","","taco bell","","12","chic fil a","1","","popeyes","","","kfc","",""
"R_2vk2ilGFO3Bfe0Q","Pho","","","Olive Garden","","","Buffalo Wild Wings","","","Dions","","","","",""
"R_22RnKIx6VvopXdt","panera","9","","","","","","","","","","","","",""
"R_3en9GNABsr2RwPn","Runza","","","Burger king","","","McDonald’s","","","Arbys","","","Sonic","",""
"R_1Nw7BwnaUOWB0py","Subway","","","McDonald's","","","Burger King","","","","","","","",""
"R_2rvBgVmLT45WZvl","Firehouse subs","3","","","","","","","","","","","","",""
"R_56Lraukst1H0otH","qdoba","10","","","","","","","","","","","","",""
"R_1DFEScvwnvPpTeP","Applebees","","","","","","","","","","","","","",""
"R_3exXTFy6sNiDXXV","chipotle","2","","noodles","","","panda express","","8","mcalisters","","","","",""
"R_2rZnuyElqJKeEzQ","Chipoltle","2","","Moes","6","","","","","","","","","",""
"R_322ttF0tB6eBt4j","Chipotle","2","","Panera","9","","","","","","","","","",""
"R_3MKCoTNgKs8HSFf","Panera","9","","Applebee's","","","Chipotle","2","","","","","","",""
"R_2zYM3q4QbB7NMeA","Olive garden","","","Texas roadhouse","","","Applebees","","","Crackerbarrel","","","Fazoli","",""
"R_2CU5BJnQY74Uqp8","panera bread","","9","chick fila","","1","steak n shake","","","canes","","","","",""
"R_zYKEhsj4hoQTttv","Chipotle","2","","Five guys","","","Qdoba","10","","Salad works","","","Mod pizza","",""
"R_p6lvkkGNojYrtst","None","","","None","","","None","","","None","","","None","",""
"R_1DN0iPRbEtSywuG","panera","9","","chipotle","2","","B Good","","","sweet green","","","moes","6",""
"R_3Phjxpyn4YnwQj2","Chick Fil a","","1","","","","","","","","","","","",""
"R_33kVOpZK8vzwGDf","Applebees","","","Red robin","","","Bobs burger and fries","","","Five guys","","","Farmhouse","",""
"R_2UgzY7gZMjKuEHB","Five guys","","","Chick fil a","","1","Chipotle","2","","","","","","",""
"R_2uIYrKUd9uonLFn","Joelle’s","","","Frisch’s","","","Qdoba","10","","Yankee noodle","","","Blaze pizza","",""
"R_1BXEcT0fHTGuWoc","None","","","","","","","","","","","","","",""
"R_2DYNOv9nr8xPOpc","Panera","9","","Mcallisters","","","Mod Pizza","","","","","","","",""
"R_3sv7PqMRwezzXvi","Chipotle","2","","Subway","","","Anthony’s Pizza","","","Freddy’s","","","","",""
"R_3n8y9TYE4p2zQ2Q","b","","","","","","","","","","","","","",""
"R_cUVgY8SFvNhNEl3","McDonald’s","","","Burger King","","","Fazolis","","","Chick Fil A","","1","Taco Bell","","12"
"R_3nkOffVbcoLzsor","steak n shake","","","pizza hut","","","buffalo wild wings","","","culvers","","","","",""
"R_3J9Fyh5ahU4guPX","Season pizza","","","Pats","","","Chick-fil-A","","1","McDonald’s","","","Burger King","",""
"R_3qJoD7RyT5nOQX4","Panera","9","","Noodles and Company","","7","Tropical Smoothie","","","Chipotle","2","","Starbucks","",""
"R_1QF7D91E5KpKjST","McDonalds","","","Burger King","","","KFC","","","Popeyes","","","Wendy’s","",""
"R_1imN7yHOAAT5y1J","JoJo's Diner","","","Dominick's Pizza","","","Red Robin","","","Applebee's","","","Friendlys","",""
"R_RrdlxSK83lKhuLf","KFC","","","Five Guys","","","Chipotle","2","","Moes","6","","","",""
"R_eyXOyk7aThXi42l","Taco bell","","12","McDonald’s","","","Burger King","","","Chick-fil-A","","1","Arby’s","",""
"R_24u693tXw8ZxZFl","Portillos","","","","","","","","","","","","","",""
"R_1ePqX0IyNV6eaCt","Birdcall","","","","","","","","","","","","","",""
"R_2wST96sZwJUiHmJ","Panera Bread","","9","","","","","","","","","","","",""
"R_2usTLOqV2boKDBC","McDonald’s","","","Wendy’s","","","Subway","","","Burger King","","","Taco Bell","","12"
"R_1DvYKIonv8pkar2","McDonald’s","","","Taco Bell","","12","Hardee’s","","","Sonic","","","Subway","",""
"R_1oGs7BO8sbTDd1m","Mcdonald’s","","","Burger king","","","Ihop","","","Pizza Hut","","","Dominos","",""
"R_1IiQKPNNDSbsq3f","McDonalds","","","Popeyes","","","Kfc","","","Burger King","","","Dominos","",""
"R_2AWJBa4vVA0HdVb","Mdonalds","","","Wendys","","","Taco bell","","12","Sonic","","","","",""
"R_V2A0FlOsq5KD4jL","None","","","","","","","","","","","","","",""
"R_2uOHNfeaeRJoDt0","Olive garden","","","IHOP","","","Denny's","","","Red lobster","","","Cheesecake factory","",""
"R_2v0KsvlTLutjAzi","Five guys","","","Chipotle","2","","Jimmy johns","5","","","","","","",""
"R_2RP4gktADkT1jEn","Mcdonalds","","","Subway","","","Wendys","","","Tacobell","","12","Chili’s","",""
"R_2Bn9s4Qdat1xUJ0","chikfila","1","","wendys","","","mcdonalds","","","burger king","","","wawa","",""
"R_2CNQssmJr9xSi7w","None","","","None","","","None","","","None","","","None","",""
"R_2E5frfkYTc9luo9","Chick fil a","","1","Subway","","","Canes","","","Zaxbys","","","Joellas","",""
"R_3My5av5HqJswspJ","Applebees","","","Chilis","","","Buffalo Wild Wings","","","Ruby's Diner","","","","",""
"R_2R3QxS2H44coTue","Red Robin","","","Applebees","","","Dennys","","","Ihop","","","McDonald’s","",""
"R_3m96fk6Y1eF8JVv","McDonald’s","","","Wendys","","","Burger king","","","Subway","","","Chipotle","2",""
"R_2usowu9VmYZozH3","KFC","","","Burger King","","","Wendy's","","","Domino's","","","Subway","",""
"R_2Yh2dmKupskcZsJ","Taco bell","","12","","","","","","","","","","","",""
"R_b2zLJ9Cn9Pez2Ol","chick fil a","","1","wendys","","","king","","","","","","","",""
"R_DnSNKlgRFIt6K3f","Greenline Grill","","","Fat Shack","","","Costa Vida","","","Taco Star","","","NONE","",""
"R_3LgLwxCgu7we5Zk","AppleBee's","","","Steak 'n Shake","","","Hometown Pizza","","","","","","","",""
"R_2qsbi9qomvyuJtN","McDonald's","","","Burguer king","","","None","","","None","","","None","",""
"R_bPAykxnO85ZI5ix","Steak and Shake","","","Olgas","","","","","","","","","","",""
"R_PuMZRMrRs46WP8l","Outback Steakhouse","","","Cheesecake Factory","","","Hibachi grill","","","Applebees","","","Red lobster","",""
"R_AmxS9NKzhrfZc7n","Highway Inn","","","Local Moco","","","Zippy's","","","Chick fil a","","1","Jollibee","",""
"R_2tEe7KmhIAIZlbT","McDonald’s","","","Tacobell","","12","Wendy’s","","","Chik fil a","1","","Canes","",""
"R_3OftU52dzJOaQT8","None","","","","","","","","","","","","","",""
"R_1rlwfujg8ouIIlX","McDonald","","","Chick-fil-A","","1","Chipotle","2","","Wendy's","","","Subway","",""
"R_r6ziAxCWfVIyQdr","McDonald’s","","","Burger King","","","Denny’s","","","Chipotle","2","","Moe’s","6",""
"R_3MQWDgP20NmyotR","subway","","","piefive","","","panera bread","","9","","","","","",""
"R_oXDMixpNhA2Jilb","Mcdonalds","","","Subway","","","Wendy’s","","","","","","","",""
"R_3QWMyzPgPc37L01","None","","","None","","","None","","","None","","","None","",""
"R_0PzwDz151pKSLjX","Popeyes","","","Chic fil a","1","","","","","","","","","",""
"R_NUsUp4BnuGgg7oR","chick-fil-a","","1","freddy’s","","","noodles & company","","7","dairy queen","","","fazolis","",""
"R_1kZZdaJFN1aFHq5","Mc Donald's","","","Burger King","","","Taco Bell","","12","Royal farms","","","KFC","",""
"R_2r84lbuFgZAExZT","Steak ‘n Shake","","","Applebee’s","","","Red Robin","","","Chipotle","2","","Bdubs","",""
"R_AyYOPnkPXOl6obT","Chick fil a","","1","Qdoboa","10","","Chipotle","2","","Boston market","","","","",""
"R_RRDkWoNpqp0CPRf","panera","9","","subway","","","none","","","none","","","none","",""
"R_3QYG1yS2bWVch8x","Taco Time","","","Chic Fil a","1","","Taco Bell","","12","In n Out","","","Rubios","",""
"R_1d0p9xNsPjjRXXg","Steak ‘n Shake","","","Wendy’s","","","Mc Donald’s","","","Taco Bell","","12","Chick fil a","","1"
"R_2153gJxnGcxCeR3","Burger king","","","Taco Bell","","12","McDonald’s","","","Wendy’s","","","Chick fila","","1"
"R_1didVMDoSNPu9Il","Steak and shake","","","Chipotle","2","","","","","","","","","",""
"R_3HTXUxTnuL8zrdB","jack in the box","","","","","","","","","","","","","",""
"R_2Y51JatnioIonZ4","Chipotle","2","","Taco Bell","","12","Qudoba","10","","Panera","9","","Chik fila","1",""
"R_PSxdTgGy3cx3Fzb","Applebees","","","O'Charlies","","","IHOP","","","","","","","",""
"R_xfQU6PhnHRCWDvj","Texas road house","","","Chick fil a","","1","Taco Bell","","12","Logan’s roadhouse","","","Olive Garden","",""
"R_3NzbUChDK9iTlX6","Grub Burger","","","","","","","","","","","","","",""
"R_2c5hZx3n4NuciJF","Chickfila","","1","Moes","6","","Chipotle","2","","McDonald’s","","","Wendys","",""
"R_3iRqNkFkJ8fO0hT","Fazolis","","","Olive garden","","","Wendys","","","","","","","",""
"R_2EoPSTiBBOz4k9V","Panera Bread","","9","Honey grow","","","","","","","","","","",""
"R_Zw0wUy2DGyFQ1b3","Look","","","","","","","","","","","","","",""
"R_u3PmWRRneEQcoFP","Panera","9","","Wegmans","","","Zoeys kitchen","","","","","","","",""
"R_2YhMYqPZRDwUWit","Jack in the box","","","Burger King","","","Taco Bell","","12","Arby’s","","","Wendy’s","",""
"R_1LdHfnNGv8wxsYb","Panera","9","","","","","","","","","","","","",""
"R_YSVVYyzztRyhXIl","Chick fil a","","1","","","","","","","","","","","",""
"R_qxe5VApl4UdLy01","Golden Corral","","","Little Caesars","","","Habachis Grill","","","IHop","","","","",""
"R_3RezjaCtb9glG9q","McDonald's","","","Burger king","","","Kfc","","","Wendys","","","Hardees","",""
"R_2CwxWuqlNmi0F3R","Applebees","","","Old country buffet","","","Kfc","","","Olive Garden","","","Red lobster","",""
"R_3gTO4jYsTuYKgkO","Chipotle","2","","Music City Hot Chicken","","","Qdoba","10","","Cheba Hut","","","Chick Fil A","","1"
"R_YaDqQilkw5GxQLT","None","","","None","","","None","","","None","","","None","",""
"R_2y3pn0RcmiRWCxH","Calvin and Co","","","Firehouse subs","3","","Pita pit","","","","","","","",""
"R_2wLeIpctNgTDVDz","Chick-fil-A","","1","Five Guys","","","Mcdonalds","","","Arby’s","","","Wendy’s","",""
"R_110aMgLrhh3jWs4","Chili’s","","","Olive Garden","","","Red Robin","","","Outback steak house","","","Sizzlers","",""
"R_2zbUpBJgNlVpAFv","None","","","","","","","","","","","","","",""
"R_3qgtJecar8bzzB2","Chick Fil A","","1","","","","","","","","","","","",""
"R_3MAnJy3cX4y5ITT","Qdoba","10","","Noodles & Co","","7","Chipotle","2","","","","","","",""
"R_1drT96UqZ8Nv3O9","Mcdonalds","","","Wendys","","","Chickfila","","1","California tortilla","","","","",""
"R_1CgBuFyjGx7NAse","Panera bread","","9","Rabbit burger","","","","","","","","","","",""
"R_yPaDtqfmRsXwUp3","Chik-fil-a","1","","Panera","9","","Starbucks","","","","","","","",""
"R_3EnI79ZB6OIGhAb","Mcdonalds","","","Burger king","","","Wendys","","","Jack n box","","","Taco bell","","12"
"R_1ib7HXHvpFJriH6","none","","","","","","","","","","","","","",""
"R_3ncupYpoYjM7Nei","McDonald’s","","","Wendy’s","","","Olive Garden","","","Friendly’s","","","Burger King","",""
"R_3KO3KtFtUw7j9gl","Chick-fil-a","","1","Panera Bread","","9","KFC","","","Mcdonalds","","","Starbucks","",""
"R_qUyNkF9fQEwdxw5","Tokyo joes","","","Noodle and company","7","","","","","","","","","",""
"R_1IiMw6s7Gnkqam1","Cook out","","","Outback","","","Chick fil a","","1","Mission bbq","","","Fridays","",""
"R_bOdU4kSlUuyDimt","Chick Fil A","","1","Burger King","","","Wendy’s","","","McDonald’s","","","Taco Time","",""
"R_20MYi4uSKJ38u1R","Quiznos","","","Subway","","","Qdoba","10","","Chick-fil-A","","1","Penn station","",""
"R_oZYcre9yE9gOI1z","None","","","None","","","None","","","None","","","None","",""
"R_1Kg3LERmnCIZ9rs","Olive Garden","","","McDonald’s","","","Wendy’s","","","Burger King","","","Buffalo Wild Wings","",""
"R_pQUesBadwnHmJkR","Buzz inn","","","Olive Garden","","","","","","","","","","",""
"R_WpSILIQz8di3pcJ","Red Robin","","","Panera","9","","","","","","","","","",""
"R_Z9xH4GJwoaFGzQZ","Arbys","","","Dairy Queen","","","","","","","","","","",""
"R_27OJHoCz5E7i02Y","Olive garden","","","Applebees","","","","","","","","","","",""
"R_2rYHIq6M5qhG1xy","McDonalds","","","Burger King","","","Taco Bell","","12","Any pizza place near me","","","","",""
"R_2VBAqnLL37YKu46","wendys","","","five guys","","","clover food lab","","","chick fila","","1","popeyes","",""
"R_aVvhMPYxJNwuYA9","None","","","","","","","","","","","","","",""
"R_2VaM6LDQ4dXWoxS","Bistro dimarino","","","Panera","9","","Wawa","","","","","","","",""
"R_2dSDp4XG14ypvzN","Panera Bread","","9","The Perk","","","Mcdonalds","","","Wendys","","","Ruby Tuesday’s","",""
"R_3mDoLIhUO0QzbDr","McDonald’s","","","Wendy’s","","","Burger King","","","Chick-fil-A","","1","Taco Bell","","12"
"R_1C2NA3wM7IOZUfs","Steak n shake","","","Bob evens","","","Dennys","","","Ihop","","","","",""
"R_1Kp50QKueDn8Xnz","Fridays","","","Applebees","","","Green turtle","","","Buffalo Wild Wings","","","IHOP","",""
"R_1QnNLLJp9oKzNxT","Wendy's","","","East Penn Diner","","","Salad works","","","Chic fil A","1","","Red Robin","",""
